Record,Date,UTC Time,Frecuencia,Presion,caudal1,caudal2
     78158, 1/02/1970,21:10:17,   1.000000E+00,   1.462959E+01,   7.575758E-01,   1.790944E+01
     78159, 1/02/1970,21:10:18,   1.000000E+00,   1.454754E+01,   7.575758E-01,   1.617949E+01
     78160, 1/02/1970,21:10:18,   1.000000E+00,   1.455574E+01,   7.575758E-01,   1.792053E+01
     78161, 1/02/1970,21:10:19,   1.000000E+00,   1.463779E+01,   7.575758E-01,   1.687628E+01
     78162, 1/02/1970,21:10:19,   1.000000E+00,   1.458036E+01,   7.575758E-01,   1.682268E+01
     78163, 1/02/1970,21:10:19,   1.000000E+00,   1.461318E+01,   7.575758E-01,   1.791129E+01
     78164, 1/02/1970,21:10:20,   1.000000E+00,   1.462959E+01,   7.575758E-01,   1.630332E+01
     78165, 1/02/1970,21:10:20,   1.000000E+00,   1.453933E+01,   7.575758E-01,   1.809611E+01
     78166, 1/02/1970,21:10:21,   1.000000E+00,   1.456395E+01,   7.575758E-01,   1.696869E+01
     78167, 1/02/1970,21:10:21,   1.000000E+00,   1.462138E+01,   7.575758E-01,   1.680789E+01
     78168, 1/02/1970,21:10:21,   1.000000E+00,   1.453933E+01,   7.575758E-01,   1.757491E+01
     78169, 1/02/1970,21:10:22,   1.000000E+00,   1.456395E+01,   7.575758E-01,   1.591335E+01
     78170, 1/02/1970,21:10:22,   1.000000E+00,   1.458856E+01,   7.575758E-01,   1.766917E+01
     78171, 1/02/1970,21:10:23,   1.000000E+00,   1.457215E+01,   7.575758E-01,   1.660643E+01
     78172, 1/02/1970,21:10:23,   1.000000E+00,   1.467061E+01,   7.575758E-01,   1.678571E+01
     78173, 1/02/1970,21:10:23,   1.000000E+00,   1.463779E+01,   7.575758E-01,   1.772831E+01
     78174, 1/02/1970,21:10:24,   1.000000E+00,   1.458856E+01,   7.575758E-01,   1.605566E+01
     78175, 1/02/1970,21:10:24,   1.000000E+00,   1.462138E+01,   7.575758E-01,   1.772277E+01
     78176, 1/02/1970,21:10:25,   1.000000E+00,   1.464600E+01,   7.575758E-01,   1.671178E+01
     78177, 1/02/1970,21:10:25,   1.000000E+00,   1.456395E+01,   7.575758E-01,   1.665264E+01
     78178, 1/02/1970,21:10:25,   1.000000E+00,   1.463779E+01,   7.575758E-01,   1.786693E+01
     78179, 1/02/1970,21:10:26,   1.000000E+00,   1.463779E+01,   7.575758E-01,   1.620906E+01
     78180, 1/02/1970,21:10:26,   1.000000E+00,   1.455574E+01,   7.575758E-01,   1.795934E+01
